SW837	SW1463	RCM-1	CaR-1	SNU-283	SNU-61
MIR941-2	0.999	1.333	1.333	0	0.5	-0.667
MIR941-3	0.999	1.333	1.333	0	0.5	-0.667
MIR941-4	0.999	1.333	1.333	0	0.5	-0.667
hsa-mir-941-1	0.999	1.333	1.333	0	0.5	-0.667
hsa-mir-941-2	0.999	1.333	1.333	0	0.5	-0.667
hsa-mir-941-3	0.999	1.333	1.333	0	0.5	-0.667
MIR1914	0.999	1.333	1.333	0	0.5	-0.667
MIR647	0.999	1.333	1.333	0	0.5	-0.667
UCKL1	0.999	1.333	1.333	0	0.5	-0.667
UCKL1-AS1	0.999	1.333	1.333	0	0.5	-0.667
PRPF6	0.999	1.333	1.333	0	0.5	-0.667
SAMD10	0.999	1.333	1.333	0	0.5	-0.667
ZNF512B	0.999	1.333	1.333	0	0.5	-0.667
LINC00176	0.999	1.333	1.333	0	0.5	-0.667
SOX18	0.999	1.333	1.333	0	0.5	-0.667
TCEA2	0.999	1.333	1.333	0	0.5	-0.667
RGS19	0.999	1.333	1.333	0	0.5	-0.667
NPBWR2	0.999	1.333	1.333	0	0.5	-0.667
OPRL1	0.999	1.333	1.333	0	0.5	-0.667
MYT1	0.999	1.333	1.333	0	0.5	-0.667
PCMTD2	0.999	1.333	1.333	0	0.5	-0.667
LINC00266-1	0.999	1.333	1.333	0	0.5	-0.667
